"Time","Voltage[V]","ε Voltage[V]","Current[µA]","ε Current[µA]","Pressure[Pa]","ε Pressure[Pa]"
"2022-11-16 16:28:59.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:00.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:01.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:02.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:03.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:04.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:05.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:06.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:07.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:08.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:09.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:10.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:11.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:12.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:13.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:14.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:15.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:16.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:17.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:18.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:19.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:20.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:21.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:22.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:23.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:24.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:25.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:26.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:27.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:28.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:29.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:30.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:31.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:32.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:33.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:34.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:35.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:36.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:37.461","-0.07","0.00001","0.01","0.00001","1.30","0.00001"
"2022-11-16 16:29:38.461","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:29:39.461","-0.07","0.00001","0.01","0.00001","1.10","0.00001"
"2022-11-16 16:29:40.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:29:41.461","-0.07","0.00001","0.01","0.00001","0.94","0.00001"
"2022-11-16 16:29:42.461","-0.07","0.00001","0.01","0.00001","0.89","0.00001"
"2022-11-16 16:29:43.461","-0.07","0.00001","0.01","0.00001","0.85","0.00001"
"2022-11-16 16:29:44.461","-0.07","0.00001","0.01","0.00001","0.81","0.00001"
"2022-11-16 16:29:45.461","-0.07","0.00001","0.01","0.00001","0.78","0.00001"
"2022-11-16 16:29:46.461","-0.07","0.00001","0.01","0.00001","0.74","0.00001"
"2022-11-16 16:29:47.461","-0.07","0.00001","0.01","0.00001","0.71","0.00001"
"2022-11-16 16:29:48.461","-0.07","0.00001","0.01","0.00001","0.68","0.00001"
"2022-11-16 16:29:49.461","-0.07","0.00001","0.01","0.00001","0.66","0.00001"
"2022-11-16 16:29:50.461","-0.07","0.00001","0.01","0.00001","0.63","0.00001"
"2022-11-16 16:29:51.461","-0.07","0.00001","0.01","0.00001","0.61","0.00001"
"2022-11-16 16:29:52.461","-0.07","0.00001","0.01","0.00001","0.59","0.00001"
"2022-11-16 16:29:53.461","-0.07","0.00001","0.01","0.00001","0.57","0.00001"
"2022-11-16 16:29:54.461","-0.07","0.00001","0.01","0.00001","0.55","0.00001"
"2022-11-16 16:29:55.461","-0.07","0.00001","0.01","0.00001","0.53","0.00001"
"2022-11-16 16:29:56.461","-0.07","0.00001","0.01","0.00001","0.52","0.00001"
"2022-11-16 16:29:57.461","-0.07","0.00001","0.01","0.00001","0.50","0.00001"
"2022-11-16 16:29:58.461","-0.07","0.00001","0.01","0.00001","0.48","0.00001"
"2022-11-16 16:29:59.461","-0.07","0.00001","0.01","0.00001","0.46","0.00001"
"2022-11-16 16:30:00.461","-0.07","0.00001","0.01","0.00001","0.45","0.00001"
"2022-11-16 16:30:01.461","-0.07","0.00001","0.01","0.00001","0.43","0.00001"
"2022-11-16 16:30:02.461","-0.07","0.00001","0.01","0.00001","0.41","0.00001"
"2022-11-16 16:30:03.461","-0.07","0.00001","0.01","0.00001","0.45","0.00001"
"2022-11-16 16:30:04.461","-0.07","0.00001","0.01","0.00001","0.97","0.00001"
"2022-11-16 16:30:05.461","-0.07","0.00001","0.01","0.00001","0.98","0.00001"
"2022-11-16 16:30:06.461","-0.07","0.00001","0.01","0.00001","0.99","0.00001"
"2022-11-16 16:30:07.461","-0.07","0.00001","0.01","0.00001","0.99","0.00001"
"2022-11-16 16:30:08.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:30:09.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:30:10.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:30:11.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:30:12.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:30:13.461","-0.07","0.00001","0.01","0.00001","1.00","0.00001"
"2022-11-16 16:30:13.462","-51.32","0.00001","-26.83","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.463","-52.51","0.00001","-24.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.464","-55.68","0.00001","-24.22","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.465","-57.53","0.00001","-24.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.466","-60.84","0.00001","-28.14","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.467","-60.57","0.00001","-28.14","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.468","-57.93","0.00001","-26.83","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.469","-54.23","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.470","-50.27","0.00001","-19.63","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.471","-46.31","0.00001","-18.00","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.472","-42.87","0.00001","-19.31","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.473","-38.12","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.474","-34.81","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.475","-30.19","0.00001","-17.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.476","-27.02","0.00001","-15.05","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.477","-22.66","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.478","-19.62","0.00001","-17.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.479","-17.51","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.480","-14.60","0.00001","-17.67","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.481","-10.91","0.00001","-14.72","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.482","-7.08","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.483","-2.85","0.00001","-10.14","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.484","2.17","0.00001","-6.21","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.485","4.02","0.00001","-0.65","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.486","7.06","0.00001","4.92","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.487","11.02","0.00001","10.15","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.488","13.93","0.00001","16.04","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.489","16.70","0.00001","19.97","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.490","18.29","0.00001","22.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.491","19.61","0.00001","26.52","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.492","22.78","0.00001","29.79","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.493","27.40","0.00001","33.07","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.494","33.21","0.00001","40.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.495","34.93","0.00001","43.54","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.496","35.59","0.00001","46.81","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.497","37.97","0.00001","50.41","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.498","42.85","0.00001","54.67","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.499","46.42","0.00001","58.27","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.500","49.99","0.00001","62.85","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.501","52.10","0.00001","68.74","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.502","53.02","0.00001","74.31","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.503","53.55","0.00001","80.20","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.504","57.65","0.00001","86.42","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.505","59.23","0.00001","76.93","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.506","56.33","0.00001","64.16","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.507","51.97","0.00001","52.38","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.508","46.95","0.00001","40.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.509","43.91","0.00001","30.77","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.510","41.93","0.00001","20.95","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.511","39.29","0.00001","12.44","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.512","36.51","0.00001","6.88","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.513","33.21","0.00001","0.33","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.514","28.85","0.00001","-6.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.515","21.19","0.00001","-13.74","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.516","19.34","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.517","15.78","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.518","13.40","0.00001","-14.07","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.519","9.83","0.00001","-16.69","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.520","5.47","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.521","1.91","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.522","-0.74","0.00001","-16.36","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.523","-2.98","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.524","-4.83","0.00001","-14.40","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.525","-7.34","0.00001","-16.69","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.526","-15.00","0.00001","-20.62","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.527","-17.38","0.00001","-19.31","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.528","-18.70","0.00001","-17.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.529","-21.74","0.00001","-17.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.530","-23.32","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.531","-26.62","0.00001","-22.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.532","-30.32","0.00001","-24.22","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.533","-33.63","0.00001","-25.85","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.534","-35.74","0.00001","-22.58","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.535","-38.12","0.00001","-22.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.536","-42.48","0.00001","-24.22","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.537","-46.31","0.00001","-27.16","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.538","-50.27","0.00001","-28.14","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.539","-53.31","0.00001","-26.83","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.540","-54.89","0.00001","-24.22","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.541","-58.19","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.542","-59.91","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.543","-60.04","0.00001","-24.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.544","-57.93","0.00001","-25.85","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.545","-55.42","0.00001","-25.20","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.546","-51.85","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.547","-43.93","0.00001","-18.32","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.548","-40.10","0.00001","-19.31","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.549","-37.46","0.00001","-21.27","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.550","-35.21","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.551","-32.30","0.00001","-21.27","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.552","-27.81","0.00001","-17.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.553","-24.51","0.00001","-16.03","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.554","-20.28","0.00001","-15.71","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.555","-16.85","0.00001","-16.69","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.556","-14.60","0.00001","-18.00","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.557","-8.40","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.558","-4.30","0.00001","-10.47","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.559","-0.47","0.00001","-6.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.560","2.57","0.00001","-4.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.561","4.42","0.00001","-0.65","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.562","6.00","0.00001","4.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.563","8.91","0.00001","9.17","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.564","13.53","0.00001","14.08","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.565","15.51","0.00001","18.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.566","18.95","0.00001","22.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.567","20.93","0.00001","24.88","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.568","24.63","0.00001","31.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.569","28.98","0.00001","34.70","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.570","32.02","0.00001","38.30","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.571","35.19","0.00001","41.90","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.572","37.17","0.00001","45.83","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.573","38.36","0.00001","49.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.574","39.68","0.00001","53.36","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.575","44.04","0.00001","58.27","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.576","49.33","0.00001","62.85","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.577","51.57","0.00001","68.09","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.578","55.80","0.00001","79.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.579","56.06","0.00001","85.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.580","58.84","0.00001","92.31","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.581","59.76","0.00001","79.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.582","56.99","0.00001","67.11","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.583","53.95","0.00001","54.67","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.584","50.12","0.00001","43.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.585","45.50","0.00001","32.08","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.586","41.14","0.00001","21.94","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.587","38.49","0.00001","12.44","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.588","36.78","0.00001","4.92","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.589","30.57","0.00001","-3.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.590","26.74","0.00001","-9.49","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.591","22.38","0.00001","-13.74","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.592","18.68","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.593","16.04","0.00001","-13.74","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.594","13.27","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.595","11.02","0.00001","-12.11","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.596","7.59","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.597","3.49","0.00001","-17.34","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.598","-0.47","0.00001","-18.00","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.599","-4.96","0.00001","-15.71","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.600","-7.47","0.00001","-14.72","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.601","-9.45","0.00001","-16.03","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.602","-12.49","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.603","-16.45","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.604","-19.49","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.605","-21.74","0.00001","-19.63","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.606","-23.98","0.00001","-19.63","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.607","-25.83","0.00001","-19.63","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.608","-28.34","0.00001","-22.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.609","-32.17","0.00001","-25.53","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.610","-38.51","0.00001","-24.54","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.611","-39.83","0.00001","-22.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.612","-42.87","0.00001","-20.94","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.613","-44.85","0.00001","-22.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.614","-48.02","0.00001","-25.20","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.615","-51.99","0.00001","-26.83","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.616","-55.42","0.00001","-27.16","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.617","-58.06","0.00001","-23.89","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.618","-60.31","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.619","-60.57","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.620","-54.76","0.00001","-25.20","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.621","-52.65","0.00001","-26.18","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.622","-49.61","0.00001","-24.87","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.623","-45.25","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.624","-42.08","0.00001","-19.63","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.625","-37.72","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.626","-34.42","0.00001","-20.62","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.627","-32.44","0.00001","-22.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.628","-29.40","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.629","-25.96","0.00001","-18.32","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.630","-21.61","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.631","-13.94","0.00001","-13.41","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.632","-11.30","0.00001","-14.72","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.633","-9.19","0.00001","-14.07","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.634","-6.28","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.635","-1.79","0.00001","-8.50","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.636","0.85","0.00001","-4.90","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.637","4.81","0.00001","0.66","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.638","7.19","0.00001","4.59","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.639","8.38","0.00001","8.19","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.640","10.76","0.00001","11.79","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.641","14.45","0.00001","15.39","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.642","21.06","0.00001","23.90","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.643","23.57","0.00001","27.50","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.644","24.89","0.00001","30.12","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.645","25.81","0.00001","33.72","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.646","29.64","0.00001","36.99","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.647","34.66","0.00001","40.92","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.648","36.78","0.00001","44.85","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.649","39.95","0.00001","50.41","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.650","41.66","0.00001","54.01","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.651","42.19","0.00001","58.27","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.652","50.38","0.00001","67.43","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.653","53.95","0.00001","72.67","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.654","56.99","0.00001","77.91","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.655","59.23","0.00001","85.11","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.656","59.63","0.00001","91.00","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.657","56.72","0.00001","82.82","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.658","54.87","0.00001","68.42","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.659","54.48","0.00001","55.98","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.660","50.51","0.00001","44.52","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.661","47.74","0.00001","34.37","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.662","43.78","0.00001","23.90","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.663","35.46","0.00001","5.24","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.664","33.21","0.00001","-0.65","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.665","30.57","0.00001","-4.25","0.00001","0.00","0.00001"
"2022-11-16 16:30:13.666","27.93","0.00001","-5.89","0.00001","0.00","0.00001"
