"Time","Voltage[V]","ε Voltage[V]","Current[µA]","ε Current[µA]","Pressure[Pa]","ε Pressure[Pa]"
"2022-11-16 16:11:44.790","-0.07","0.00001","0.01","0.00001","0.44","0.00001"
"2022-11-16 16:11:45.790","-0.07","0.00001","0.01","0.00001","0.42","0.00001"
"2022-11-16 16:11:46.790","-0.07","0.00001","0.01","0.00001","0.52","0.00001"
"2022-11-16 16:11:47.790","-0.07","0.00001","0.01","0.00001","1.10","0.00001"
"2022-11-16 16:11:48.790","-0.07","0.00001","0.01","0.00001","1.10","0.00001"
"2022-11-16 16:11:49.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:50.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:51.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:52.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:53.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:54.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:55.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:56.790","-0.07","0.00001","0.01","0.00001","1.20","0.00001"
"2022-11-16 16:11:56.791","-32.04","0.00001","-21.27","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.792","-34.68","0.00001","-24.54","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.793","-36.66","0.00001","-22.91","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.794","-39.44","0.00001","-19.31","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.795","-42.48","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.796","-45.91","0.00001","-25.85","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.797","-47.89","0.00001","-25.20","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.798","-50.66","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.799","-53.97","0.00001","-23.23","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.800","-57.40","0.00001","-28.47","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.801","-59.65","0.00001","-29.45","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.802","-58.33","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.803","-55.68","0.00001","-25.53","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.804","-51.99","0.00001","-27.16","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.805","-48.02","0.00001","-23.89","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.806","-45.25","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.807","-42.21","0.00001","-21.27","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.808","-39.04","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.809","-34.81","0.00001","-20.94","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.810","-31.64","0.00001","-16.36","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.811","-28.47","0.00001","-17.67","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.812","-25.44","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.813","-18.04","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.814","-15.26","0.00001","-12.43","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.815","-12.36","0.00001","-14.07","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.816","-8.53","0.00001","-13.74","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.817","-4.43","0.00001","-10.80","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.818","-1.79","0.00001","-7.85","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.819","1.11","0.00001","-6.87","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.820","3.49","0.00001","-3.92","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.821","6.66","0.00001","1.31","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.822","9.83","0.00001","8.84","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.823","13.93","0.00001","15.06","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.824","16.70","0.00001","19.32","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.825","20.66","0.00001","24.55","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.826","23.44","0.00001","27.83","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.827","25.81","0.00001","31.76","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.828","27.00","0.00001","35.68","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.829","30.70","0.00001","39.94","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.830","34.27","0.00001","44.85","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.831","36.65","0.00001","47.79","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.832","37.57","0.00001","52.05","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.833","40.08","0.00001","55.98","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.834","47.61","0.00001","66.13","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.835","50.25","0.00001","71.36","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.836","50.51","0.00001","76.93","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.837","55.40","0.00001","83.47","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.838","60.03","0.00001","90.02","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.839","62.53","0.00001","97.55","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.840","58.44","0.00001","91.66","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.841","55.67","0.00001","76.60","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.842","54.21","0.00001","63.83","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.843","50.91","0.00001","51.07","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.844","42.99","0.00001","29.46","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.845","41.27","0.00001","21.61","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.846","37.97","0.00001","14.08","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.847","34.14","0.00001","5.24","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.848","30.31","0.00001","-0.98","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.849","27.66","0.00001","-4.58","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.850","24.63","0.00001","-4.90","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.851","20.93","0.00001","-8.83","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.852","16.96","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.853","14.19","0.00001","-14.40","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.854","11.55","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.855","4.28","0.00001","-15.71","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.856","0.98","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.857","-1.00","0.00001","-18.32","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.858","-3.91","0.00001","-15.71","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.859","-6.68","0.00001","-18.00","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.860","-10.11","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.861","-11.96","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.862","-14.47","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.863","-17.51","0.00001","-18.32","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.864","-20.94","0.00001","-20.62","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.865","-24.78","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.866","-28.34","0.00001","-18.00","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.867","-31.25","0.00001","-19.96","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.868","-34.15","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.869","-36.27","0.00001","-22.91","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.870","-38.78","0.00001","-19.31","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.871","-41.81","0.00001","-21.27","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.872","-44.98","0.00001","-25.85","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.873","-47.23","0.00001","-26.83","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.874","-50.14","0.00001","-22.91","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.875","-53.17","0.00001","-24.22","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.876","-58.99","0.00001","-30.44","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.877","-61.63","0.00001","-27.16","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.878","-59.25","0.00001","-24.54","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.879","-56.48","0.00001","-25.85","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.880","-52.65","0.00001","-27.49","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.881","-48.55","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.882","-45.91","0.00001","-19.31","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.883","-42.87","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.884","-39.70","0.00001","-22.58","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.885","-35.47","0.00001","-19.96","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.886","-29.00","0.00001","-16.36","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.887","-26.49","0.00001","-18.32","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.888","-22.13","0.00001","-17.02","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.889","-18.70","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.890","-15.66","0.00001","-12.76","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.891","-13.02","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.892","-9.32","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.893","-5.09","0.00001","-12.43","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.894","-2.45","0.00001","-9.16","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.895","0.32","0.00001","-8.50","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.896","2.96","0.00001","-5.89","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.897","9.30","0.00001","7.86","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.898","11.68","0.00001","10.15","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.899","13.53","0.00001","14.41","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.900","16.17","0.00001","19.65","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.901","20.13","0.00001","24.55","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.902","22.64","0.00001","27.83","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.903","25.15","0.00001","31.43","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.904","26.34","0.00001","35.68","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.905","30.17","0.00001","39.61","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.906","33.48","0.00001","44.19","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.907","37.17","0.00001","51.40","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.908","39.82","0.00001","55.65","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.909","44.31","0.00001","60.23","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.910","46.95","0.00001","63.83","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.911","49.33","0.00001","69.07","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.912","49.99","0.00001","74.31","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.913","54.74","0.00001","80.85","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.914","59.36","0.00001","87.73","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.915","61.74","0.00001","95.26","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.916","58.97","0.00001","96.57","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.917","56.86","0.00001","79.87","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.918","51.44","0.00001","54.67","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.919","47.34","0.00001","43.21","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.920","43.65","0.00001","33.07","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.921","41.80","0.00001","23.90","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.922","38.49","0.00001","15.72","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.923","34.93","0.00001","6.88","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.924","30.70","0.00001","0.66","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.925","28.59","0.00001","-3.27","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.926","25.42","0.00001","-4.25","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.927","21.85","0.00001","-8.50","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.928","15.12","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.929","12.34","0.00001","-13.74","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.930","8.38","0.00001","-13.74","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.931","4.81","0.00001","-16.69","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.932","1.77","0.00001","-19.96","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.933","-0.47","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.934","-3.24","0.00001","-15.71","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.935","-6.02","0.00001","-18.00","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.936","-9.19","0.00001","-21.27","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.937","-11.17","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.938","-13.81","0.00001","-17.02","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.939","-20.28","0.00001","-20.94","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.940","-22.40","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.941","-24.51","0.00001","-18.65","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.942","-27.81","0.00001","-17.67","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.943","-30.98","0.00001","-20.29","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.944","-33.49","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.945","-35.21","0.00001","-21.93","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.946","-38.38","0.00001","-19.96","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.947","-41.42","0.00001","-22.58","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.948","-44.59","0.00001","-27.16","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.949","-49.48","0.00001","-23.56","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.950","-52.78","0.00001","-25.20","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.951","-56.21","0.00001","-29.78","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.952","-58.33","0.00001","-30.11","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.953","-60.97","0.00001","-26.18","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.954","-59.65","0.00001","-24.54","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.955","-57.00","0.00001","-26.18","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.956","-53.17","0.00001","-26.18","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.957","-49.34","0.00001","-21.60","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.958","-46.83","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.959","-44.06","0.00001","-19.96","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.960","-36.40","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.961","-33.10","0.00001","-15.38","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.962","-30.06","0.00001","-16.69","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.963","-27.02","0.00001","-18.98","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.964","-22.79","0.00001","-18.32","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.965","-19.49","0.00001","-14.07","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.966","-16.45","0.00001","-14.72","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.967","-13.55","0.00001","-16.36","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.968","-9.85","0.00001","-16.36","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.969","-6.02","0.00001","-12.43","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.970","-0.60","0.00001","-9.81","0.00001","0.00","0.00001"
"2022-11-16 16:11:56.971","2.30","0.00001","-6.87","0.00001","0.00","0.00001"
